310,274,1159,770
311,378,101,857
312,250,1249,1026
313,82,331,1031
314,6,1451,781
315,449,508,1031
316,476,454,818
317,42,677,1049
318,430,873,798
319,282,1140,930
320,19,998,702
321,552,1424,841
322,10,613,729
323,147,860,905
324,530,810,1075
325,259,661,711
326,490,889,743
327,324,1402,1115
328,195,709,723
329,211,1151,726
330,110,1436,1015
331,305,322,750
332,379,681,786
333,301,191,1005
334,290,890,908
335,134,1244,696
336,60,299,917
337,313,25,1051
338,554,1303,1063
339,459,397,978
340,122,278,1045
341,42,205,844
342,439,1030,931
343,285,210,844
344,373,1328,991
345,196,699,885
346,442,960,931
347,145,1185,699
348,435,1091,1089
349,238,29,769
350,267,963,927
351,404,1108,697
352,381,266,830
353,487,1346,979
354,590,801,933
355,52,826,1049
356,462,693,1093
357,184,215,687
358,408,230,1090
359,96,411,785
360,377,969,902
361,84,1261,905
362,366,950,1114
363,0,1193,1031
364,418,1132,1023
365,493,1343,945
366,469,590,1117
367,386,1444,1009
368,242,1095,819
369,76,1382,789
370,385,770,957
371,278,328,820
372,498,555,1107
373,520,1437,1063
374,475,1304,1043
375,154,259,985
376,468,627,1052
377,356,821,1119
378,274,177,1069
379,540,223,763
380,386,1379,816
381,321,1288,959
382,258,236,816
383,124,86,1045
384,8,1309,944
385,427,192,1029
386,414,1118,766
387,559,821,1029
388,206,124,1066
389,92,531,879
390,441,981,867
391,499,182,976
392,271,624,1114
393,528,375,902
394,588,402,968
395,382,1076,948
396,579,569,992
397,137,657,925
398,255,1327,919
399,171,1165,1026
400,536,1102,1120
401,92,1203,839
402,184,233,862
403,577,1082,1084
404,582,763,895
405,68,592,863
406,516,1261,1114
407,589,966,862
408,425,949,1017
409,103,67,922
410,189,656,746
411,477,1223,823
412,129,778,913
413,595,331,1025
414,431,1261,1021
415,583,1053,902
416,533,1043,902
417,556,569,1117
418,327,807,706
419,553,299,809
420,112,957,936
421,530,449,1102
422,459,490,1082
423,188,1039,994
424,590,89,872
425,327,63,1114
426,568,1225,691
427,339,112,1122
428,404,330,850
429,503,624,815
430,156,199,1048
431,195,540,695
432,514,1187,1072
433,554,1020,987
434,326,901,1057
435,548,276,968
436,111,1348,772
437,296,225,1035
438,143,261,790
439,534,510,822
440,379,249,829
441,262,367,916
442,97,1076,998
443,232,134,707
444,461,978,1113
445,130,248,805
446,324,500,1067
447,318,1469,924
448,282,393,1036
449,106,1163,1077
450,173,1348,985
451,244,1299,951
452,319,640,983
453,308,592,773
454,464,1417,1118
455,598,177,984
456,224,305,1109
457,250,323,798
458,2,1112,1123
459,312,1126,919
460,160,420,1028
461,379,619,851
462,109,439,1003
463,446,1121,984
464,116,1079,923
465,590,849,864
466,149,952,949
467,3,806,950
468,486,701,1108
469,302,165,837
470,217,251,785
471,400,1179,877
472,19,512,862
473,413,1202,1037
474,96,1073,989
475,227,1305,974
476,71,990,991
477,72,864,1013
478,410,1357,983
479,160,457,952
480,124,966,937
481,153,550,1081
482,516,749,710
483,18,1158,772
484,83,1237,1107
485,559,249,882
486,191,576,980
487,523,305,856
488,122,961,745
489,400,1225,731
490,129,1238,823
491,15,550,921
492,409,16,898
493,444,492,1034
494,376,1028,829
495,1,988,1004
496,262,619,843
497,154,486,1046
498,477,272,742
499,237,406,1033
500,428,809,738
501,582,1027,1102
502,166,1235,695
503,27,108,889
504,515,1476,723
505,422,544,788
506,34,524,764
507,232,1472,748
508,328,38,924
509,104,838,809
510,44,297,778
511,215,1339,1068
512,232,899,855
513,193,111,970
514,273,1329,719
515,99,537,926
516,149,97,699
517,268,1018,784
518,291,1317,1087
519,541,1349,717
520,244,426,991
521,277,25,918
522,277,1425,857
523,131,582,733
524,123,385,860
525,287,1315,1118
526,553,29,1081
527,110,388,704
528,271,336,992
529,491,212,835
530,564,1186,783
531,396,217,913
532,337,1251,1045
533,102,242,989
534,181,1281,979
535,399,1142,1040
536,532,1236,1040
537,106,847,995
538,563,1408,840
539,31,540,1094
540,25,324,1122
541,196,1385,968
542,189,1448,696
543,582,685,731
544,518,845,1025
545,143,833,1085
546,34,601,1015
547,13,489,776
548,576,668,709
549,406,1001,1004
550,538,1344,982
551,108,162,839
552,520,817,782
553,331,1294,1046
554,550,203,758
555,553,482,1031
556,394,193,882
557,594,1140,1064
558,305,1316,922
559,135,643,963
560,224,611,809
561,84,884,901
562,23,120,926
563,327,231,743
564,146,1362,837
565,6,45,1030
566,556,566,697
567,70,1003,787
568,334,542,935
569,566,240,839
570,186,599,825
571,274,423,1038
572,445,805,920
573,206,77,950
574,219,227,779
575,69,31,829
576,181,1186,736
577,218,672,750
578,79,1132,953
579,390,678,1001
580,92,140,947
581,365,197,1065
582,329,1132,1073
583,320,661,752
584,25,760,1111
585,446,686,883
586,130,88,816
587,439,1168,739
588,319,1058,719
589,241,301,838
590,436,444,864
591,11,267,874
592,255,702,858
593,507,624,977
594,326,549,1014
595,125,763,788
596,291,846,1025
597,53,153,1107
598,387,1433,1018
599,583,1018,736
